id,brand,model,version,year,mileage,category,priceBrutto,normalizedMainImage,visualCategory,status,identityGroup,provisionalRepresentativeId,groupMemberIds,proof
60176,Audi,Taycan 4S,Taycan 4S Export Line 35,2018,113500,electric,89250.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,compatible/inconclusive,REDONDANCE FORTE,44,60156,"60156,60176,60196,60216,60236",same normalized image + same declared brand/model
60177,Mercedes-Benz,300SL Gullwing,300SL Gullwing Export Line 36,2019,116400,classics,91000.00,https://images.unsplash.com/photo-1563720223185-11003d516935,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
60178,MAN,TGX 18.510,TGX 18.510 Export Line 37,2020,119300,trucks,92750.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
60179,MAN,Lion's Coach R08,Lion's Coach R08 Export Line 38,2021,12200,buses,94500.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,8,60149,"60149,60179,60209",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60180,Mercedes-Benz,Crafter Transfer,Crafter Transfer Export Line 39,2022,15100,minibuses,96250.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT + REDONDANCE FORTE,53,60150,"60150,60180,60210",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60181,John Deere,933 Vario ProfiPlus,933 Vario ProfiPlus Export Line 40,2023,18000,agricultural,98000.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
60182,BMW,Série 3,Série 3 Export Line 41,2024,20900,cars,99750.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,26,30002,"30002,60142,60152,60162,60172,60182,60192,60202,60212,60222,60232",same normalized image + same declared brand/model
60183,Audi,Q7 50 TDI,Q7 50 TDI Export Line 42,2018,23800,suvs,101500.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,60,60143,"60143,60163,60183,60203,60223",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60184,Audi,RS5 Coupé,RS5 Coupé Export Line 43,2019,26700,coupes,103250.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,40,60144,"60144,60164,60184,60204,60224",same normalized image + same declared brand/model
60185,MAN,TGE 3.140,TGE 3.140 Export Line 44,2020,29600,vans,105000.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT + REDONDANCE FORTE,70,60155,"60155,60185,60215",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60186,Audi,i4 M50,i4 M50 Export Line 45,2021,32500,electric,106750.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,compatible/inconclusive,REDONDANCE FORTE,47,60146,"60146,60166,60186,60206,60226",same normalized image + same declared brand/model
60187,BMW,911 Turbo 3.3,911 Turbo 3.3 Export Line 46,2022,35400,classics,108500.00,https://images.unsplash.com/photo-1563720223185-11003d516935,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
60188,Volvo,Arocs 3342,Arocs 3342 Export Line 47,2023,38300,trucks,110250.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
60189,Mercedes-Benz,Travego 15 SHD,Travego 15 SHD Export Line 48,2024,41200,buses,112000.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,11,60159,"60159,60189,60219",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60190,Volkswagen,Crafter Transfer,Crafter Transfer Export Line 49,2018,44100,minibuses,113750.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT + REDONDANCE FORTE,55,60160,"60160,60190,60220",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60191,Claas,Axion 870,Axion 870 Export Line 50,2019,47000,agricultural,115500.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
60192,BMW,Série 3,Série 3 Export Line 51,2020,49900,cars,117250.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,26,30002,"30002,60142,60152,60162,60172,60182,60192,60202,60212,60222,60232",same normalized image + same declared brand/model
60193,Audi,GLE 350d,GLE 350d Export Line 52,2021,52800,suvs,119000.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,57,60153,"60153,60173,60193,60213,60233",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60194,BMW,M4 Competition,M4 Competition Export Line 53,2022,55700,coupes,120750.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,41,60154,"60154,60174,60194,60214,60234",same normalized image + same declared brand/model
60195,Mercedes-Benz,Sprinter 316 CDI,Sprinter 316 CDI Export Line 54,2023,58600,vans,122500.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT + REDONDANCE FORTE,72,60165,"60165,60195,60225",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60196,Audi,Taycan 4S,Taycan 4S Export Line 55,2024,61500,electric,124250.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,compatible/inconclusive,REDONDANCE FORTE,44,60156,"60156,60176,60196,60216,60236",same normalized image + same declared brand/model
60197,Mercedes-Benz,2000CS,2000CS Export Line 56,2018,64400,classics,126000.00,https://images.unsplash.com/photo-1563720223185-11003d516935,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
60198,MAN,Actros 1845 LS,Actros 1845 LS Export Line 57,2019,67300,trucks,127750.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
60199,Setra,Tourismo M,Tourismo M Export Line 58,2020,70200,buses,129500.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,22,60169,"60169,60199,60229",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60200,Ford,Crafter Transfer,Crafter Transfer Export Line 59,2021,73100,minibuses,131250.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT + REDONDANCE FORTE,51,60170,"60170,60200,60230",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60201,John Deere,8R 410,8R 410 Export Line 60,2022,76000,agricultural,133000.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
60202,BMW,Série 3,Série 3 Export Line 61,2023,78900,cars,134750.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,26,30002,"30002,60142,60152,60162,60172,60182,60192,60202,60212,60222,60232",same normalized image + same declared brand/model
60203,Audi,Q7 50 TDI,Q7 50 TDI Export Line 62,2024,81800,suvs,136500.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,60,60143,"60143,60163,60183,60203,60223",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60204,Audi,RS5 Coupé,RS5 Coupé Export Line 63,2018,84700,coupes,138250.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,40,60144,"60144,60164,60184,60204,60224",same normalized image + same declared brand/model
60205,Volkswagen,Crafter 35,Crafter 35 Export Line 64,2019,87600,vans,140000.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT + REDONDANCE FORTE,74,60145,"60145,60175,60205,60235",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60206,Audi,i4 M50,i4 M50 Export Line 65,2020,90500,electric,141750.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,compatible/inconclusive,REDONDANCE FORTE,47,60146,"60146,60166,60186,60206,60226",same normalized image + same declared brand/model
60207,BMW,300SL Gullwing,300SL Gullwing Export Line 66,2021,93400,classics,143500.00,https://images.unsplash.com/photo-1563720223185-11003d516935,compatible/inconclusive,REDONDANCE FORTE,32,60147,"60147,60207",same normalized image + same declared brand/model
60208,Volvo,TGX 18.510,TGX 18.510 Export Line 67,2022,96300,trucks,145250.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT + REDONDANCE FORTE,69,60148,"60148,60208",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60209,MAN,Lion's Coach R08,Lion's Coach R08 Export Line 68,2023,99200,buses,147000.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,8,60149,"60149,60179,60209",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60210,Mercedes-Benz,Crafter Transfer,Crafter Transfer Export Line 69,2024,102100,minibuses,148750.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT + REDONDANCE FORTE,53,60150,"60150,60180,60210",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60211,Claas,933 Vario ProfiPlus,933 Vario ProfiPlus Export Line 70,2018,105000,agricultural,150500.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT + REDONDANCE FORTE,2,60151,"60151,60211",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60212,BMW,Série 3,Série 3 Export Line 71,2019,107900,cars,152250.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,26,30002,"30002,60142,60152,60162,60172,60182,60192,60202,60212,60222,60232",same normalized image + same declared brand/model
60213,Audi,GLE 350d,GLE 350d Export Line 72,2020,110800,suvs,154000.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,57,60153,"60153,60173,60193,60213,60233",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60214,BMW,M4 Competition,M4 Competition Export Line 73,2021,113700,coupes,155750.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,41,60154,"60154,60174,60194,60214,60234",same normalized image + same declared brand/model
60215,MAN,TGE 3.140,TGE 3.140 Export Line 74,2022,116600,vans,157500.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT + REDONDANCE FORTE,70,60155,"60155,60185,60215",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60216,Audi,Taycan 4S,Taycan 4S Export Line 75,2023,119500,electric,159250.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,compatible/inconclusive,REDONDANCE FORTE,44,60156,"60156,60176,60196,60216,60236",same normalized image + same declared brand/model
60217,Mercedes-Benz,911 Turbo 3.3,911 Turbo 3.3 Export Line 76,2024,12400,classics,161000.00,https://images.unsplash.com/photo-1563720223185-11003d516935,compatible/inconclusive,REDONDANCE FORTE,37,60157,"60157,60217",same normalized image + same declared brand/model
60218,MAN,Arocs 3342,Arocs 3342 Export Line 77,2018,15300,trucks,162750.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT + REDONDANCE FORTE,63,60158,"60158,60218",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60219,Mercedes-Benz,Travego 15 SHD,Travego 15 SHD Export Line 78,2019,18200,buses,164500.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,11,60159,"60159,60189,60219",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60220,Volkswagen,Crafter Transfer,Crafter Transfer Export Line 79,2020,21100,minibuses,166250.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT + REDONDANCE FORTE,55,60160,"60160,60190,60220",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60221,John Deere,Axion 870,Axion 870 Export Line 80,2021,24000,agricultural,168000.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT + REDONDANCE FORTE,6,60161,"60161,60221",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60222,BMW,Série 3,Série 3 Export Line 81,2022,26900,cars,169750.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,26,30002,"30002,60142,60152,60162,60172,60182,60192,60202,60212,60222,60232",same normalized image + same declared brand/model
60223,Audi,Q7 50 TDI,Q7 50 TDI Export Line 82,2023,29800,suvs,171500.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,60,60143,"60143,60163,60183,60203,60223",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60224,Audi,RS5 Coupé,RS5 Coupé Export Line 83,2024,32700,coupes,173250.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,40,60144,"60144,60164,60184,60204,60224",same normalized image + same declared brand/model
60225,Mercedes-Benz,Sprinter 316 CDI,Sprinter 316 CDI Export Line 84,2018,35600,vans,175000.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT + REDONDANCE FORTE,72,60165,"60165,60195,60225",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60226,Audi,i4 M50,i4 M50 Export Line 85,2019,38500,electric,176750.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,compatible/inconclusive,REDONDANCE FORTE,47,60146,"60146,60166,60186,60206,60226",same normalized image + same declared brand/model
60227,BMW,2000CS,2000CS Export Line 86,2020,41400,classics,178500.00,https://images.unsplash.com/photo-1563720223185-11003d516935,compatible/inconclusive,REDONDANCE FORTE,31,60167,"60167,60227",same normalized image + same declared brand/model
60228,Volvo,Actros 1845 LS,Actros 1845 LS Export Line 87,2021,44300,trucks,180250.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT + REDONDANCE FORTE,66,60168,"60168,60228",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60229,Setra,Tourismo M,Tourismo M Export Line 88,2022,47200,buses,182000.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,22,60169,"60169,60199,60229",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60230,Ford,Crafter Transfer,Crafter Transfer Export Line 89,2023,50100,minibuses,183750.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT + REDONDANCE FORTE,51,60170,"60170,60200,60230",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60231,Claas,8R 410,8R 410 Export Line 90,2024,53000,agricultural,185500.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT + REDONDANCE FORTE,1,60171,"60171,60231",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60232,BMW,Série 3,Série 3 Export Line 91,2018,55900,cars,187250.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,REDONDANCE FORTE,26,30002,"30002,60142,60152,60162,60172,60182,60192,60202,60212,60222,60232",same normalized image + same declared brand/model
60233,Audi,GLE 350d,GLE 350d Export Line 92,2019,58800,suvs,29000.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,57,60153,"60153,60173,60193,60213,60233",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60234,BMW,M4 Competition,M4 Competition Export Line 93,2020,61700,coupes,30750.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,REDONDANCE FORTE,41,60154,"60154,60174,60194,60214,60234",same normalized image + same declared brand/model
60235,Volkswagen,Crafter 35,Crafter 35 Export Line 94,2021,64600,vans,32500.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT + REDONDANCE FORTE,74,60145,"60145,60175,60205,60235",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
60236,Audi,Taycan 4S,Taycan 4S Export Line 95,2022,67500,electric,34250.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,compatible/inconclusive,REDONDANCE FORTE,44,60156,"60156,60176,60196,60216,60236",same normalized image + same declared brand/model
90001,Volkswagen,Golf VIII R,2.0 TSI R 4Motion DSG,2023,12500,cars,50575.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,28,90001,"90001,90011",
90002,Volkswagen,Golf VII R,2.0 TSI R Custom Neon,2019,48000,cars,35462.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
90003,Volkswagen,Golf VII R,2.0 TSI R Stealth Edition,2020,39500,cars,38675.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
90004,Volkswagen,Golf VII.5 GTI,2.0 TSI GTI Performance Nardo,2021,28000,cars,36890.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
90005,Volkswagen,Golf VIII R,2.0 TSI R Miami Blue,2023,14200,cars,52360.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,29,90005,"90005,120005",
90006,Volkswagen,Golf VIII GTI Clubsport,2.0 TSI Clubsport Pure White,2023,9800,cars,47481.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
90007,Volkswagen,Golf VII R,2.0 TSI R Turmeric Yellow,2018,62000,cars,31535.00,https://images.unsplash.com/photo-1563720223185-11003d516935,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
90008,Volkswagen,Golf VIII R,2.0 TSI R 'Edition 333',2024,3500,cars,61880.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
90009,Volkswagen,Golf VII.5 R,2.0 TSI R Estate / Variant Olive,2020,41000,cars,37485.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
90010,Volkswagen,Golf VIII GTI,2.0 TSI GTI Pure White,2022,22000,cars,39865.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
90011,Volkswagen,Golf VIII R,2.0 TSI R Midnight Black,2023,11000,cars,51408.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,compatible/inconclusive,REDONDANCE FORTE,28,90001,"90001,90011",same normalized image + same declared brand/model
120001,Volkswagen,Tiguan,2.0 TSI R-Line Black Style DSG,2023,18900,suvs,46900.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
120002,Volkswagen,Tiguan,2.0 TDI Elegance 4Motion DSG,2022,32700,suvs,38900.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
120003,Volkswagen,Tiguan,2.0 TDI R-Line DSG IQ.Light,2024,8700,suvs,52900.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
120004,Volkswagen,Tiguan,2.0 TSI R-Line Edition DSG,2023,21400,suvs,44900.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
120005,Volkswagen,Golf VIII R,2.0 TSI R Performance White Edition,2023,16400,cars,47900.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,compatible/inconclusive,REDONDANCE FORTE,29,90005,"90005,120005",same normalized image + same declared brand/model
120006,Volkswagen,Golf VIII,1.5 eTSI R-Line DSG Urban Grey,2022,27600,cars,28900.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
120007,Volkswagen,Golf VII GTI,2.0 TSI GTI Performance Clubsport Look,2019,53800,cars,24900.00,https://images.unsplash.com/photo-1563720223185-11003d516935,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
120008,Volkswagen,Golf VIII GTI,2.0 TSI GTI Clubsport White Pack,2022,22100,cars,35900.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
120009,Volkswagen,Golf VIII GTI,2.0 TSI GTI Performance White Edition,2021,34800,cars,31900.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
150001,Mercedes-Benz / Setra,Mercedes-Benz Tourismo,Mercedes-Benz Tourismo 16 RHD Euro VI - Édition 2026,2019,45000,buses,145000.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT CATEGORIE/PHOTO,16,150001,"150001,150011,150021,150031",; declared heavy/van/agriculture category conflicts with road-car/SUV image
150002,Mercedes-Benz / Setra,Mercedes-Benz Citaro,Mercedes-Benz Citaro K Hybrid Euro VI - Édition 2025,2020,57500,buses,149300.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,unknown,CONFLIT CATEGORIE/PHOTO,14,150002,"150002,150012,150022,150032",; declared heavy/van/agriculture category conflicts with road-car/SUV image
150003,Mercedes-Benz / Setra,Mercedes-Benz Intouro,Mercedes-Benz Intouro M Euro VI - Édition 2024,2021,70000,buses,153600.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT CATEGORIE/PHOTO,15,150003,"150003,150013,150023,150033",; declared heavy/van/agriculture category conflicts with road-car/SUV image
150004,Mercedes-Benz / Setra,Setra S,Setra S 515 HD Euro VI - Édition 2023,2022,82500,buses,157900.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,unknown,CONFLIT CATEGORIE/PHOTO,19,150004,"150004,150014,150024,150034",; declared heavy/van/agriculture category conflicts with road-car/SUV image
150005,Mercedes-Benz / Setra,MAN Lion's,MAN Lion's Coach L Euro VI - Édition 2022,2023,95000,buses,162200.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT CATEGORIE/PHOTO,13,150005,"150005,150015,150025,150035",; declared heavy/van/agriculture category conflicts with road-car/SUV image
150006,Mercedes-Benz / Setra,Neoplan Tourliner,Neoplan Tourliner C Euro VI - Édition 2021,2024,107500,buses,166500.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT CATEGORIE/PHOTO,17,150006,"150006,150016,150026,150036",; declared heavy/van/agriculture category conflicts with road-car/SUV image
150007,Mercedes-Benz / Setra,Scania Interlink,Scania Interlink HD Euro VI - Édition 2020,2019,120000,buses,170800.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT CATEGORIE/PHOTO,18,150007,"150007,150017,150027,150037",; declared heavy/van/agriculture category conflicts with road-car/SUV image
150008,Mercedes-Benz / Setra,Volvo 9700,Volvo 9700 Grand Luxe Euro VI - Édition 2019,2020,132500,buses,175100.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,21,150008,"150008,150018,150028,150038",; declared heavy/van/agriculture category conflicts with road-car/SUV image
150009,Mercedes-Benz / Setra,Iveco Crossway,Iveco Crossway Line Euro VI - Édition 2018,2021,145000,buses,179400.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT CATEGORIE/PHOTO,12,150009,"150009,150019,150029",; declared heavy/van/agriculture category conflicts with road-car/SUV image
150010,Mercedes-Benz / Setra,VDD Futura,VDD Futura FPD2 Euro VI - Édition 2017,2022,157500,buses,183700.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT CATEGORIE/PHOTO,20,150010,"150010,150020,150030",; declared heavy/van/agriculture category conflicts with road-car/SUV image
150011,Mercedes-Benz / Setra,Mercedes-Benz Tourismo,Mercedes-Benz Tourismo 16 RHD Euro VI - Édition 2016,2023,170000,buses,188000.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT + REDONDANCE FORTE,16,150001,"150001,150011,150021,150031",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150012,Mercedes-Benz / Setra,Mercedes-Benz Citaro,Mercedes-Benz Citaro K Hybrid Euro VI - Édition 2015,2024,182500,buses,192300.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,unknown,CONFLIT + REDONDANCE FORTE,14,150002,"150002,150012,150022,150032",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150013,Mercedes-Benz / Setra,Mercedes-Benz Intouro,Mercedes-Benz Intouro M Euro VI - Édition 2014,2019,195000,buses,196600.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,15,150003,"150003,150013,150023,150033",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150014,Mercedes-Benz / Setra,Setra S,Setra S 515 HD Euro VI - Édition 2013,2020,207500,buses,200900.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,unknown,CONFLIT + REDONDANCE FORTE,19,150004,"150004,150014,150024,150034",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150015,Mercedes-Benz / Setra,MAN Lion's,MAN Lion's Coach L Euro VI - Édition 2012,2021,220000,buses,205200.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT + REDONDANCE FORTE,13,150005,"150005,150015,150025,150035",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150016,Mercedes-Benz / Setra,Neoplan Tourliner,Neoplan Tourliner C Euro VI - Édition 2011,2022,232500,buses,209500.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT + REDONDANCE FORTE,17,150006,"150006,150016,150026,150036",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
